social_trust,religion,age,gender,race,children,education,employment,income,rural,extreme_weather,pro_envrnmt,human_nature,cultur3,party,ideol,cncrn_natres,climate_cause,climate_risk,policy4
2.166666667,5,36,0,0,0,6,1,78500,0,3,0.5,1,1,1,1,10,1,10,1
4.166666667,8,54,0,0,0,6,1,3.00E+05,0,2,0.375,3,2,2,5,5,0,3,1
6.5,10,35,1,1,1,6,1,150,0,3,0.375,5,4,1,2,9,1,10,1
3.5,10,61,0,1,0,7,0,15000,0,3,0.375,2.5,2,2,7,8,1,8,2
1.833333333,10,60,0,1,1,4,0,25100,0,2,0.625,1,3,1,2,10,1,10,1
4,10,50,0,0,1,5,1,32000,0,2,0.5,1.5,1,3,3,10,1,9,1
3.166666667,10,57,0,1,0,4,0,20,1,2,0.375,3.5,2,2,7,2,0,1,4
6.5,10,34,0,1,2,6,1,1.00E+05,0,2,0.25,5,1,2,1,8,1,8,4
5,10,34,1,1,2,7,1,1000,0,3,0.125,5,4,3,3,10,1,10,1
6.5,9,39,0,1,2,6,1,150000,0,2,0.25,4,3,1,4,9,1,9,2
2.833333333,0,62,1,1,0,7,1,172000,0,3,0.125,2.5,2,1,2,6,1,8,1
3,5,49,0,1,0,5,0,NA,1,3,0.625,4.5,2,3,7,5,0,3,1
3.666666667,0,70,0,1,0,6,0,64000,0,3,0.25,1.5,2,1,2,9,1,10,2
4.166666667,0,29,0,0,0,6,1,75000,0,3,0.625,1.5,3,1,2,10,1,10,1
4.833333333,8,72,0,1,0,4,0,40000,0,2,0.125,3.5,4,2,4,9,1,8,2
3.166666667,0,57,0,1,0,6,0,32000,0,2,0.125,3,4,1,3,0,0,5,0
4.833333333,0,34,1,1,0,6,1,140000,0,2,0.375,2,3,1,2,10,1,10,1
4,7,67,1,1,0,6,1,1.00E+05,1,1,0.375,3,2,2,5,7,0,5,1
4,5,60,1,1,0,7,1,66000,0,1,0.375,3,2,1,2,6,1,8,2
7,0,28,0,0,0,5,1,195,0,3,0.125,1,1,2,1,0,0,0,4
3.666666667,0,50,0,1,0,5,1,8000,0,0,0.125,2,3,1,1,10,1,7,1
2.5,9,76,0,1,0,2,0,54000,1,3,0.375,1,2,2,6,10,1,8,1
6.666666667,10,35,0,1,1,6,1,150,0,3,0.375,4.5,3,1,3,9,1,10,1
2.666666667,1,58,0,1,1,4,0,730000,0,2,0.125,3,1,2,4,7,1,5,2
3,5,75,1,1,0,5,0,27600,0,2,0.25,4,2,2,6,1,0,4,2
3.833333333,2,69,0,1,0,7,1,1.00E+05,0,3,0.375,3,2,1,4,9,1,10,2
7,10,34,1,1,2,7,1,999000,0,3,0.25,5,4,1,1,10,0,10,1
7,10,72,1,1,0,4,0,30000,0,2,0.125,4,1,1,6,10,1,10,2
5,10,27,0,1,0,2,1,0,0,3,0.125,3,1,4,4,0,1,5,3
6.5,10,28,1,1,2,6,1,125000,0,3,0.375,5,1,1,6,9,1,10,1
4.333333333,10,71,0,1,0,6,0,75000,1,2,0.5,2.5,1,3,6,7,1,4,2
6.5,10,28,1,1,1,7,1,60,0,3,0.125,4,4,2,2,10,1,9,2
7,10,27,1,1,1,7,1,6.00E+05,0,3,0.875,5,2,1,1,10,0,10,2
2.833333333,7,58,0,1,0,5,0,14222,1,3,0.25,2,1,1,2,7,1,8,1
6.5,10,30,1,1,2,8,1,150000,0,3,0.25,5,4,2,7,10,1,9,2
2.5,5,69,1,1,0,6,0,140000,0,3,0.125,2,2,2,6,8,1,6,2
4.833333333,0,62,0,1,0,5,0,58000,1,3,1,1.5,2,3,5,10,1,2,2
3.5,5,50,1,1,1,6,1,1.00E+05,0,2,0,3,2,2,6,6,0,2,1
4.166666667,5,64,1,1,0,4,1,50000,0,2,0.5,2.5,4,3,2,9,1,8,1
4,10,71,0,1,0,5,0,0,0,2,0.625,2,2,2,7,8,0,1,2
2.333333333,0,67,0,1,0,7,0,106000,0,3,0.25,3,4,1,1,6,1,10,1
4.166666667,8,69,1,1,0,7,0,70,0,3,0.5,1,3,1,4,9,1,8,1
4,5,54,0,1,0,6,1,145000,1,3,0.75,5,3,1,4,8,1,10,2
3.166666667,7,71,1,1,0,6,0,70000,1,2,0.125,2,3,3,4,9,1,0,2
3.333333333,0,65,1,1,0,7,0,29712,1,3,0.375,1.5,1,3,2,5,1,10,1
3.833333333,10,71,1,1,0,6,0,110000,0,2,0.25,2.5,2,2,6,8,0,5,2
3.666666667,0,69,1,0,0,8,0,250000,0,2,0.5,3.5,2,1,5,5,1,10,1
3.333333333,7,28,1,1,0,6,1,64250,0,2,0.375,3.5,2,2,6,0,1,3,2
4,6,60,0,1,0,4,0,50,0,2,0.375,3.5,1,1,4,9,0,5,2
3.666666667,10,61,0,1,0,6,1,124000,1,3,0.5,2.5,1,2,6,8,1,7,2
2,0,68,0,1,0,2,0,74000,0,2,0,5,1,2,7,0,0,0,2
3.833333333,5,63,0,1,0,8,1,55000,0,3,0.625,1,2,3,5,0,1,9,2
4,8,71,1,1,0,8,0,50000,1,2,0.375,2,3,1,3,9,1,0,1
2.833333333,5,68,0,1,0,4,1,54000,0,2,0.25,3,2,2,4,7,1,9,1
5.166666667,7,75,1,1,0,4,0,75000,0,2,0.375,3.5,4,2,7,8,0,1,2
2,5,33,0,1,0,2,1,50000,0,2,0.375,1,3,4,4,5,1,10,2
4,0,75,1,1,0,6,0,21000,0,2,0.25,3.5,2,3,4,9,1,10,1
5,8,75,0,1,0,6,1,149000,1,3,0.25,3,2,2,7,4,0,2,2
7,10,33,0,1,1,8,1,1000,0,2,0.125,5,3,1,2,10,1,10,1
3.333333333,10,74,1,1,0,3,0,19600,1,3,0.375,3.5,2,2,5,10,1,8,2
7,10,34,1,1,2,7,1,999000,0,3,0.375,5,3,1,1,10,0,10,1
5,7,74,0,1,0,3,0,6000,1,3,0.125,1.5,4,0,4,8,1,8,1
4.5,5,70,0,1,0,6,0,64000,0,3,0.5,1,3,1,1,10,1,10,1
3.833333333,10,64,1,1,0,7,1,110000,0,3,0.625,4,4,3,6,6,1,7,2
3.333333333,3,61,1,1,0,6,0,40000,0,3,0,3.5,3,1,2,6,1,8,1
4.166666667,8,69,1,1,0,6,0,99000,1,2,0,2,1,2,6,6,0,2,2
4,2,66,1,1,0,4,0,9000,1,2,0.25,1,2,3,3,9,1,8,1
3.833333333,0,73,1,1,0,6,0,65000,0,2,0.125,3,4,3,6,7,0,4,1
4.166666667,0,69,1,1,0,6,0,22000,1,2,0.375,3.5,2,2,5,1,0,0,2
2.833333333,5,70,1,1,0,6,0,70000,0,3,0.25,2,3,1,2,8,1,10,1
4,5,82,1,1,0,4,0,50000,0,2,0.25,4,4,3,4,10,1,7,2
2,5,73,0,1,0,6,0,0,0,3,0.25,2,3,1,2,9,1,10,1
2.5,10,62,0,1,0,4,0,34000,0,3,0.375,4,4,3,5,8,1,7,2
3,0,68,1,1,0,8,1,953000,0,3,0.875,2,2,1,1,10,1,10,1
3.333333333,9,62,0,1,0,6,0,54000,1,2,0.125,3,1,2,4,7,0,3,3
4.833333333,7,68,1,1,0,6,0,65000,0,2,0.125,2,2,2,6,6,0,0,4
7,10,27,1,1,1,4,1,10,0,3,0.875,4.5,3,1,4,10,1,10,2
2.166666667,9,48,0,1,0,4,1,50000,0,2,0.25,2,2,3,4,5,1,5,1
4.166666667,2,74,1,1,0,7,0,132000,0,2,0.375,3.5,2,2,7,5,0,3,4
4.833333333,9,67,0,1,0,6,0,1.00E+05,0,2,0.375,2.5,2,2,7,7,0,2,4
3.5,7,26,0,1,0,4,1,120000,0,2,0.375,3.5,2,4,6,8,1,3,1
2,2,72,1,1,0,6,1,150000,0,2,0.375,2,2,1,2,1,1,10,2
3.333333333,0,50,0,1,0,7,0,80000,0,2,0.5,1.5,4,1,1,6,1,10,2
3.666666667,7,70,0,1,0,6,0,35000,0,2,0,1,2,2,7,5,0,0,4
3.333333333,5,38,0,1,0,2,0,19999,0,3,0.625,1.5,4,3,4,7,1,5,2
4,6,65,0,1,0,6,0,55000,0,3,0.25,3,2,2,5,8,0,5,1
4.333333333,9,28,1,1,1,7,1,70000,0,3,0.125,3,3,3,2,8,0,6,3
1.833333333,5,73,1,1,0,5,0,105000,0,3,0.125,2.5,4,2,5,8,1,5,1
4.5,9,70,0,1,0,2,0,NA,1,2,0.25,4,1,2,4,10,1,10,2
6.333333333,9,32,1,1,2,7,1,5000,0,3,0.125,4.5,4,3,6,10,1,8,2
5,7,35,1,1,3,6,1,175000,0,3,0.75,2,3,4,4,1,0,10,1
2.666666667,3,72,1,1,0,4,0,60000,0,2,0.125,1.5,2,2,4,7,0,4,1
3.333333333,0,46,0,1,1,4,0,125000,1,2,0.375,3,2,1,1,7,1,10,3
3.666666667,6,65,1,1,0,4,0,130000,1,2,0,3,1,2,6,7,0,4,2
2.666666667,1,65,0,1,0,4,0,27123,0,3,0.5,2,3,1,2,3,1,10,1
3.5,2,69,0,1,0,6,0,50000,1,3,0,2.5,2,3,3,9,1,10,2
4.5,10,66,0,1,0,2,1,48000,0,2,0.5,1,2,1,2,10,1,8,1
1.5,0,70,0,1,0,4,0,64000,0,2,0.625,1,2,4,5,10,1,7,1
4.166666667,8,70,0,1,0,0,0,27000,1,2,0.125,2.5,2,2,7,8,0,1,3
2.166666667,5,28,0,1,0,6,1,55000,0,3,0.25,2,2,2,5,7,1,9,2
4.833333333,8,67,1,1,0,0,0,30000,1,2,0.375,3.5,1,2,5,10,1,6,1
7,10,34,1,1,2,8,1,99999,0,3,0.75,5,1,3,1,5,1,10,1
4.666666667,0,69,0,0,0,2,0,30000,0,3,0.125,3.5,1,3,5,9,1,8,1
4.833333333,10,68,0,1,0,7,0,120000,0,1,0.25,3,1,2,5,5,0,7,2
3.5,2,69,0,1,0,2,0,34000,0,3,0.375,2.5,4,2,6,5,0,7,1
5,8,35,1,1,2,7,1,80000,0,3,0.5,1.5,3,2,6,9,1,7,2
4.833333333,10,63,0,1,0,6,0,24000,1,3,0.625,1,3,1,1,10,1,10,1
2.833333333,8,72,1,1,0,8,0,55000,0,3,0.75,1.5,1,1,4,10,1,10,1
1,0,40,0,1,0,6,1,78000,0,3,0.125,1.5,3,1,2,10,1,10,1
4.666666667,6,32,0,1,1,6,1,125000,0,3,0.25,2.5,2,1,2,7,0,6,3
5,10,59,0,1,0,6,1,95000,0,3,0.625,1.5,2,3,6,5,0,4,4
6,10,47,0,1,2,6,1,150000,1,3,0.5,4,2,2,7,10,1,10,1
4.5,2,44,1,1,0,6,1,99000,0,3,0.25,1.5,2,1,1,5,1,10,1
4.333333333,10,47,0,1,0,5,0,30000,1,2,0.25,1,1,2,7,10,1,10,1
2.666666667,0,58,1,1,0,5,0,1.00E+05,0,2,0.375,2.5,4,2,5,8,1,8,1
4.333333333,9,44,0,1,1,6,0,48000,1,2,0.375,3,3,2,5,6,1,6,1
5.5,10,32,1,1,2,6,1,75000,0,3,0.375,4,2,2,6,8,1,10,3
4.666666667,5,57,0,1,0,7,0,99000,0,3,0.5,3,3,2,6,7,1,7,2
2.833333333,2,75,0,1,0,6,0,125000,0,3,0.25,2,2,3,2,10,1,10,1
3.833333333,6,56,0,1,0,6,1,125000,0,3,0,2,1,1,2,5,1,7,2
3,3,34,0,1,0,2,0,25000,0,2,0.125,3,1,3,4,3,0,4,2
3.666666667,8,52,0,1,0,4,0,79000,0,2,0.125,1.5,4,3,6,5,1,8,2
4.833333333,10,67,0,1,0,4,0,74000,0,3,0.25,3,2,2,6,10,1,10,1
2.333333333,10,79,0,1,0,2,0,30000,0,3,0,1,4,2,7,0,0,0,2
5,3,50,0,1,0,7,1,140000,1,2,0.375,3,1,3,4,7,1,7,1
4.5,3,70,0,1,0,2,0,2500,0,3,0.125,4,4,3,4,6,1,3,3
4.333333333,8,70,1,1,0,7,0,62000,0,3,0.25,4,1,3,3,8,1,7,1
4,1,61,1,1,0,4,0,64000,0,3,0.25,2,2,2,6,8,1,7,1
5,0,59,0,1,0,3,0,85999,0,3,0.375,3.5,2,1,2,0,0,8,1
4,8,68,1,1,0,7,1,144000,0,2,0.25,3,1,3,4,8,1,7,1
3,7,66,1,1,0,2,0,120000,0,2,0.375,3,1,1,3,5,1,5,3
1,0,37,1,1,0,1,1,1,0,3,0.125,1,1,3,4,0,0,0,3
3.333333333,10,71,0,1,0,6,0,74000,0,3,0.25,1.5,3,2,6,6,0,4,1
4.333333333,6,53,0,1,1,0,1,65000,0,3,0.25,3,4,1,3,9,0,8,2
3.833333333,0,72,0,1,0,5,0,50000,0,3,0.5,2,2,1,1,10,1,10,1
4.166666667,2,75,1,1,0,3,0,65000,1,2,0.375,2,2,3,5,5,1,8,2
4.166666667,10,49,1,1,0,7,1,120000,0,2,0.125,3,4,2,6,4,0,3,4
4.5,10,70,1,1,0,6,0,88900,0,3,0.5,3,3,2,5,9,1,7,2
4.333333333,0,54,0,1,0,2,0,10000,0,2,0.375,1,2,4,4,8,0,7,3
3.5,10,58,0,1,0,2,0,14000,1,3,0.5,1,2,2,4,10,1,10,4
3.833333333,0,57,0,1,0,6,0,55000,0,2,0.125,2,2,1,2,7,1,9,1
3.666666667,5,60,0,1,0,2,0,20000,0,3,0.75,2.5,4,1,5,8,1,8,2
4.166666667,10,40,0,1,2,5,0,76900,0,3,0.625,2.5,1,1,2,9,1,9,1
3.5,0,71,1,1,0,4,0,20030,0,2,0,2,2,2,5,7,0,6,1
3.166666667,2,60,1,1,0,4,1,85000,0,3,0.25,2,4,2,6,5,0,7,2
3.666666667,9,61,0,1,0,5,0,126000,0,2,0.375,2.5,4,1,2,7,1,10,2
2.833333333,3,77,0,1,0,8,0,350000,1,3,0.375,1,3,1,2,10,1,10,1
2.833333333,9,68,0,1,0,4,0,2.00E+05,1,3,0.5,3,1,3,4,10,1,7,2
3.333333333,0,70,0,1,0,7,0,150000,0,3,0,2,3,1,2,10,1,10,1
4,5,65,1,1,0,6,1,75000,1,3,0.125,3,1,2,5,6,1,6,2
2.5,1,59,0,1,0,2,0,25000,1,3,0.125,3,4,2,4,6,0,8,2
4.166666667,6,69,1,1,0,6,0,107000,0,2,0,1,2,3,4,6,1,10,1
4.833333333,9,65,1,1,0,6,0,77000,0,2,0.25,1,2,3,6,6,0,5,2
3.166666667,0,62,1,1,0,7,1,150000,0,3,0,1,2,1,2,8,1,8,2
5,0,57,1,1,0,4,1,68000,0,3,0.25,3.5,1,3,4,7,1,9,1
3,8,69,1,1,0,7,0,340000,0,2,0.375,1,2,1,3,10,1,10,2
3,10,66,1,1,0,7,0,75000,0,2,0.125,4,2,2,6,6,0,4,1
4.166666667,10,64,1,1,0,6,0,1.00E+05,0,1,0.625,3,1,2,6,7,0,7,2
4,3,75,0,1,0,2,0,62000,0,2,0.25,3,4,2,6,7,0,2,2
3,1,68,1,1,0,7,1,65000,0,3,0,2,1,3,3,9,1,9,1
3.333333333,6,65,0,1,0,4,1,80000,1,3,0.5,2.5,2,1,2,8,1,9,1
4.333333333,8,71,0,1,0,6,1,71000,1,2,0.125,2.5,1,2,5,8,0,5,1
4,7,72,0,1,0,7,0,1500,0,3,0.25,1.5,3,1,1,10,1,10,1
4.666666667,6,82,0,1,0,2,0,50,1,3,0.375,2.5,3,1,4,3,1,10,2
2.166666667,10,69,1,1,0,7,0,50000,0,3,0.125,1.5,4,1,2,9,1,10,1
2.166666667,0,72,1,1,0,7,0,155000,0,3,0.125,1.5,2,1,1,8,1,9,1
3.166666667,0,70,1,1,0,6,0,109000,0,2,0.375,2,3,1,2,10,1,10,1
4.666666667,6,69,1,1,0,6,0,120000,0,2,0.375,3.5,4,2,4,9,1,9,1
3.166666667,8,67,1,1,0,4,0,35590,0,2,0.375,2,1,3,5,7,1,7,1
4.5,0,57,0,1,0,6,0,185000,0,2,0.625,2,2,2,7,9,0,1,3
2.333333333,0,65,1,1,0,8,0,50000,1,1,0.375,2,4,3,4,4,1,8,2
4.5,0,74,1,1,0,5,0,170000,0,3,0.75,1.5,3,1,2,10,1,10,1
4,0,42,0,1,0,2,0,55000,0,3,0.375,2,2,3,4,7,0,5,2
1.666666667,0,78,0,1,0,7,1,34000,0,2,0.375,1,3,1,2,10,1,10,2
3.333333333,9,71,0,1,0,7,0,348000,1,2,0.125,4,1,3,6,6,0,3,1
4.166666667,0,54,1,1,0,5,0,55000,1,2,0.375,3.5,2,3,3,5,1,5,1
4.333333333,7,61,0,1,0,5,1,189000,0,2,0.25,3.5,2,1,5,9,1,8,1
7,10,27,1,1,1,6,1,120,0,3,0.875,5,3,1,6,10,1,10,4
4.333333333,5,61,1,1,0,4,1,70000,0,3,0.5,1,3,1,3,9,1,10,2
4.333333333,9,72,0,1,0,7,0,45000,0,2,0.375,3.5,2,2,6,7,0,3,2
3.666666667,7,54,0,1,0,7,1,150000,0,3,0.5,3,1,3,2,10,1,10,1
4.5,5,68,1,1,0,6,1,95000,0,2,0.25,3,2,3,3,9,1,7,0
4.333333333,9,76,1,1,0,7,0,5000,0,2,0.25,3,2,2,6,8,0,5,3
3.166666667,6,69,0,1,0,2,1,72000,0,2,0.375,1,2,3,4,8,1,7,2
3.166666667,0,56,1,1,0,1,0,14000,0,2,0,1,4,1,3,6,1,9,1
4.333333333,10,64,1,1,0,8,1,2.00E+05,0,3,0.125,2,2,1,2,10,1,10,1
2.833333333,1,78,0,1,0,3,0,60000,0,3,0.25,3,2,3,5,10,0,5,3
3.166666667,6,52,0,1,0,6,1,0,0,2,0.25,3,2,2,7,2,0,3,2
5,9,61,1,1,0,7,0,265000,1,2,0,4,2,2,5,3,0,0,2
4,0,57,0,1,0,5,1,150000,0,3,0.375,3,1,1,2,10,1,10,1
3.5,10,79,1,1,0,2,0,47000,0,3,0.375,2.5,2,3,6,9,1,9,2
4.5,0,70,1,1,0,4,0,35000,1,2,0.625,1.5,4,1,1,7,1,10,2
4,10,66,0,1,0,2,0,50000,0,3,0.125,3,3,1,4,10,1,10,1
4.666666667,0,87,0,1,0,7,1,15000,1,3,0.625,3,1,4,2,10,1,10,1
3.5,10,71,0,1,0,6,0,37000,0,2,0.375,2,2,2,5,10,1,8,1
3.833333333,10,46,0,1,1,4,1,0,1,2,0.125,2.5,4,2,6,4,0,6,2
3.166666667,10,74,0,1,0,2,0,30000,0,3,0.25,1.5,2,3,5,10,1,10,1
4,1,56,1,1,1,2,0,78000,0,3,0.25,1,4,1,1,10,1,10,2
3,7,79,0,1,0,6,0,29999,0,3,0.375,2,3,1,2,10,1,10,1
2.333333333,0,65,1,1,0,4,0,155,1,3,0.375,1,2,3,6,10,0,1,1
4.666666667,4,44,0,1,2,2,1,35000,0,3,0.5,1,1,1,3,10,1,8,2
3.666666667,2,66,0,1,0,6,0,5.00E+05,0,3,0.25,2,2,3,4,9,1,8,2
7,10,54,1,1,0,7,0,55000,0,2,0.5,4.5,4,2,4,9,1,8,1
2.833333333,7,76,1,1,0,6,0,150000,0,2,0.375,3,1,3,5,5,1,4,1
2.833333333,0,54,1,1,0,4,1,46000,0,2,0.375,2,2,1,6,7,1,10,1
4.666666667,8,70,0,1,0,6,0,55000,0,3,0.25,4,2,1,4,10,1,10,2
3.166666667,7,75,1,1,0,7,0,125000,0,1,0.25,1.5,2,1,3,10,1,8,2
3.666666667,8,58,0,1,0,6,1,71000,1,3,0.25,1,4,3,4,9,1,7,1
3.666666667,0,74,0,1,0,5,0,75,0,3,0.5,3,3,2,6,10,1,7,1
3.833333333,5,48,0,1,0,4,1,75000,0,3,0.375,2,1,4,5,7,1,5,2
3.5,0,66,1,1,0,8,1,220000,0,2,0.375,4.5,2,1,2,8,1,10,1
4.333333333,7,56,0,1,0,3,0,3.00E+05,0,3,0.25,1,2,3,3,9,1,10,1
4.666666667,10,68,1,1,0,4,0,59000,0,2,0.625,1.5,2,2,4,5,0,7,2
3.666666667,0,32,1,1,0,4,1,26500,0,2,0.25,3,2,3,4,6,0,3,3
2.833333333,8,68,0,1,0,2,0,42000,1,2,0.5,1,2,2,6,5,0,3,2
3.666666667,4,66,1,1,0,0,0,19000,0,1,0.375,3,4,1,6,10,1,10,1
3.666666667,6,56,0,1,0,7,1,52000,0,3,0.375,2,3,1,1,8,1,10,1
4.333333333,10,67,1,1,0,2,0,140000,0,2,0.25,2,4,3,5,7,0,6,1
3.833333333,8,66,1,1,0,3,0,1.00E+05,0,2,0.25,3,3,1,4,10,1,9,2
5,10,78,0,1,0,4,0,24999,0,2,0.375,2,3,3,4,10,1,9,1
5,5,61,1,1,0,4,0,12000,0,3,0.375,1.5,2,1,2,10,1,10,2
2.666666667,7,78,0,1,0,4,0,50000,0,3,0.25,2,4,3,4,9,0,10,2
4.5,0,62,1,1,0,3,0,15000,0,2,0.375,3,1,1,4,8,0,4,3
3,10,72,0,1,0,6,0,103000,0,2,0.125,2.5,2,2,6,8,0,6,1
5.333333333,9,71,1,1,0,6,1,110000,0,3,0.25,1,1,1,3,6,1,9,1
3.166666667,8,58,0,1,0,3,1,1.00E+05,0,2,0.125,2.5,2,2,5,3,0,4,2
1.333333333,0,52,0,1,1,6,1,35000,0,2,0.5,2.5,4,3,3,10,0,5,2
4,0,43,0,1,2,2,0,14900,1,2,0.25,2,2,2,5,6,1,8,3
6.833333333,10,20,1,1,1,7,1,100,0,3,0.125,4.5,2,1,1,10,0,10,1
3,5,75,0,1,0,2,0,20000,1,2,0.375,3.5,4,1,2,6,1,8,2
2.833333333,8,71,1,1,0,6,0,150000,0,3,0.25,3,1,3,3,7,1,7,1
2.833333333,4,51,0,1,1,5,0,29000,0,1,0.25,3.5,2,3,7,7,0,2,2
3.666666667,5,67,0,1,0,7,0,25000,1,3,0.25,2,2,1,1,10,1,10,2
6.333333333,9,28,1,1,1,7,1,150,0,3,0.25,5,1,1,2,10,0,9,1
2.833333333,8,68,1,1,0,7,0,95000,0,2,0,4.5,2,2,6,8,0,3,2
5,0,31,0,1,0,6,1,33000,0,3,0.125,1,3,1,1,10,1,10,1
3,2,73,1,1,0,6,0,11000,0,3,0.375,2,2,1,3,10,1,10,1
4.333333333,10,69,0,1,0,4,0,115000,0,2,0.25,2,2,3,4,7,0,5,2
2.166666667,6,77,1,1,0,4,1,65000,0,2,0.25,3,2,2,5,7,1,6,1
2.5,7,62,1,1,0,4,0,29000,1,2,0.5,2.5,4,2,5,8,1,9,2
2,10,79,0,1,0,6,0,25000,0,3,0.5,2.5,1,2,5,8,0,4,2
3.5,6,72,0,1,0,7,0,100,0,2,0.25,2,2,3,3,9,1,8,2
3.333333333,6,59,1,1,0,4,0,75000,1,3,0.375,1.5,1,3,5,10,1,0,1
2.5,9,78,1,1,0,4,0,70000,0,3,0.375,4,3,1,4,10,1,10,1
3.833333333,6,70,0,1,0,8,0,90000,0,3,0,2,2,1,1,8,1,10,2
3.666666667,5,68,1,1,0,7,0,92000,0,2,0.25,1.5,3,1,4,7,1,7,1
3.333333333,10,69,1,1,0,7,0,65000,0,3,0,4,2,2,7,6,0,5,3
4.166666667,5,61,0,1,0,4,0,12500,1,2,0.375,2.5,2,1,2,8,1,8,1
3.5,10,69,0,1,0,5,0,63000,1,3,0.25,3.5,1,1,4,9,1,10,1
4.333333333,9,70,1,1,0,8,0,93000,1,2,0.125,2.5,2,3,3,9,1,5,2
3,0,43,1,1,0,7,1,140000,0,2,0,3,4,3,4,5,1,8,1
4.166666667,2,64,0,1,0,7,1,2.00E+05,0,3,0.375,1.5,1,3,2,10,1,10,1
2.833333333,7,66,0,1,0,8,0,60000,0,3,0.25,2,2,1,2,7,1,10,1
4.833333333,7,74,1,1,0,2,0,30000,0,2,0.375,2.5,4,3,4,9,1,8,2
4.5,4,41,0,1,2,5,0,40000,0,3,0.5,1.5,4,3,1,9,1,6,1
3.666666667,6,55,1,1,0,5,0,20000,0,3,0.5,2,3,1,4,8,1,8,2
4,5,66,0,1,0,6,0,54000,0,2,0,3.5,2,2,6,4,0,3,4
4,4,69,1,1,0,2,1,39000,0,3,0,2,2,1,3,10,1,10,3
5,10,36,1,1,2,7,1,1.00E+05,0,2,0.5,5,2,2,6,10,0,6,1
3,2,64,0,1,0,7,0,1.00E+05,0,2,0.625,4,4,2,6,6,0,5,2
4,0,37,1,1,2,8,1,110000,0,3,0.125,1.5,3,1,3,9,1,10,1
4.166666667,8,53,0,1,1,2,0,25000,0,2,0.125,2,4,1,4,8,1,7,2
4.333333333,9,72,0,1,0,7,0,120000,0,1,0.5,3,4,3,5,9,1,6,2
5,10,80,0,1,0,2,0,24,1,3,0.375,3,3,1,4,10,1,5,1
2.833333333,2,58,0,1,0,3,1,91000,0,1,0.125,1,4,1,2,9,1,10,1
3.666666667,6,66,0,1,0,2,0,75000,0,3,0.375,3,2,1,4,9,1,8,2
3,7,46,0,1,2,5,0,40000,0,3,0.25,3.5,2,3,0,6,1,10,0
3.5,8,63,0,1,0,5,0,47000,0,2,0.125,2,4,3,4,7,1,7,1
5,8,48,0,1,0,3,1,30000,0,3,0.5,4,2,1,2,9,1,9,1
4.5,9,66,1,1,0,7,0,110000,0,2,0.125,3.5,2,2,6,7,0,5,2
3,6,29,0,1,0,8,1,50000,0,2,0.375,1.5,2,1,3,9,1,9,1
4.333333333,7,73,1,1,0,2,0,15972,0,3,0.25,4,4,1,2,10,1,9,1
5.5,10,34,1,1,0,6,1,1.00E+05,0,3,0.125,4,3,1,2,9,0,7,2
2,8,81,0,1,0,5,0,148000,0,3,0.125,2,2,3,3,10,1,8,1
5.5,7,33,0,1,2,2,0,10000,1,3,0.5,4,2,3,1,10,1,6,1
3.5,0,43,0,1,1,6,1,149000,0,2,0.125,1,3,1,1,10,1,10,1
4.333333333,6,76,1,1,0,7,0,60000,0,2,0.5,2.5,3,1,4,7,1,8,2
3.166666667,10,36,0,1,1,4,1,52000,0,2,0.25,5,1,3,6,9,1,8,1
3.166666667,0,49,1,1,0,6,0,25000,0,2,0.375,2,2,3,3,9,1,10,1
2.5,0,50,0,1,0,2,0,14999,0,3,0.5,2,2,3,4,10,1,10,1
5,10,59,0,1,0,6,1,58000,1,1,0.375,2,2,2,7,7,0,0,3
5.666666667,8,27,1,1,3,2,0,15000,0,2,0.25,4,3,1,4,7,1,9,2
4.333333333,2,29,0,1,2,5,1,22000,0,3,0.125,3.5,4,1,6,7,1,10,1
4,0,47,0,1,0,5,1,120000,0,2,0.375,3,2,3,5,7,0,5,2
5,10,64,0,1,0,4,0,99000,0,3,0.25,2.5,2,2,6,10,0,5,1
4.666666667,0,39,1,1,2,6,1,75000,0,3,0.125,2,3,1,1,10,1,10,1
4.166666667,10,46,0,1,0,5,1,65000,1,2,0.5,3,1,2,4,8,0,7,2
4.333333333,7,45,0,1,0,2,0,50000,0,3,0.625,2,1,1,6,8,1,8,1
4.5,5,43,1,1,0,4,1,80000,0,1,0.25,3.5,2,1,4,5,0,5,3
6.666666667,5,32,1,1,2,6,0,1200,0,3,0.25,4,1,1,5,10,1,7,1
2.833333333,10,30,0,1,2,2,0,25000,0,3,0.5,1.5,1,2,6,4,1,7,2
3.166666667,6,30,1,1,NA,6,1,64000,1,3,0.125,1.5,3,1,1,9,1,10,1
5,9,38,1,1,1,7,1,240000,0,3,0.375,4,3,2,2,10,0,8,1
4,9,53,0,1,0,4,0,15000,1,3,0.375,1.5,2,3,3,9,1,8,1
3,8,63,0,1,0,7,1,64000,0,2,0.125,2,4,1,4,8,0,6,2
4.166666667,10,82,0,1,0,2,0,20000,1,2,0.25,3,4,2,6,9,0,6,2
2.333333333,10,77,0,1,0,2,0,50000,0,2,0,2.5,2,3,7,9,0,0,3
6,0,26,0,1,1,2,1,49000,0,2,0.5,5,1,3,6,8,1,7,2
2.333333333,8,36,0,1,0,1,0,12048,0,3,0.125,2.5,2,3,4,9,1,7,2
3.666666667,10,48,0,1,2,5,1,18000,0,2,0.375,3,3,1,1,10,1,10,1
